candidate_pool_key	audit_case_key	audit_split_code	concept_key	concept_type_code	retrieved_by_baselines_json	baseline_ranks_json	best_retrieval_tier_code	best_tier_order	best_candidate_rank	retrieval_status_codes_json	matched_expression_identity_sha256s_json	signal_ledger_by_baseline_json	signal_ledger_sha256
audit_candidate.round2b.sha256_5ea27d9669dbf6fe8e8c98283bd28dca6e0ada7527979f902bf2812c1575c426	audit_case.round2b.sha256_08e3fa6319cf7b9481e605f3601d9e3a9230d5b5489c06ae5da74ad716bf7622	held_out	category.tea	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.black_tea"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.black_tea"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	f88c77c34977795f2275d0f413424c0b6ffdd63dadd5d3f53f7a3a01e856a33a
audit_candidate.round2b.sha256_fd2d65a21bbf46c0b35ffb8642b4ceaca533fe2e97cd82ccf87e8e86ba5aa1b1	audit_case.round2b.sha256_094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	held_out	sensory.cinnamon	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""533618bbdbd5566104fd5ba30e0a15e1840c391baf505de16990d389f99bfeb0""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5625,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5625,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	6844ee8f348547711ec8badfe7187dd02eb54f21572c2c1683e7c42eef3b798d
audit_candidate.round2b.sha256_35f920536449f3c393320bdbada313d1ac4d16b3ccfd94989a2ee8e75cbc31ad	audit_case.round2b.sha256_094226cf487a3ed800fea41399b09b3f3185c1a84467944d94d797bd22ae6fbe	held_out	category.spice	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.cinnamon"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.cinnamon"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	c758e2e508714043b631d16f4ccabc7c610c4d2c4e8a9dd03d25bd66d8d2aeb0
audit_candidate.round2b.sha256_13e25f40a76f985811e9614460ce11b885d6d81a9f8d69aae6b94dce7ae48dc8	audit_case.round2b.sha256_0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	held_out	sensory.walnut	sensory_attribute	"[""A"",""B"",""C"",""D""]"	"{""A"":1,""B"":1,""C"":1,""D"":1}"	A	1	1	"[""RESOLVED""]"	"[""d2c48842cbc438a2790133620510ffd07235352a1f3142f3dc24ce08f306fc98""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""A"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""B"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""A"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""normalized_phrase_match"",""value"":true},{""signal_code"":""raw_surface_exact"",""value"":true}],""traversal_direction"":null}]"	9c38b1ca1cdb1b55d17ee61898c49004cb5396f07703150c02dcb205a09d2838
audit_candidate.round2b.sha256_e130a46bdb94e2d6c6b7b5644e4ce5e27f413d62576b7e12833f928c56825c76	audit_case.round2b.sha256_0943a462df5541d9faac6d6398fc6ee0cac16af3c9cfb7b0a72123873f2d85e6	held_out	category.nut_seed	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.walnut"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.walnut"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	fc49a0360ddff47e696c7a653bb5a1c778e60ba8eaad396d33d8254dfaae04c8
audit_candidate.round2b.sha256_4dfbb81fce54faf2055762e219e16860721bbcc25d4c910d2566c275d0404019	audit_case.round2b.sha256_09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	held_out	sensory.anise	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""e9975f1390a320055c0d1740c25b9d56f4eb5526c2bc94999485a56fdbc820db""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.54545456,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.54545456,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	0534858d525d138f4cf613d32f166a2b7a62e5c7c313fe781525544c6c8aef3f
audit_candidate.round2b.sha256_8c2a1067dc18464cab6219ce4492061b899141f27858dbf6cc58f275b2619e08	audit_case.round2b.sha256_09a3c2b1e0f533d1a404fe404ce765686837fc4336d5636c49bd2cad7d0ff2ae	held_out	category.spice	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.anise"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.anise"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	df8eb7115ca2639fec0e0c65ac282c35152b0e93ab33856a9cc2a059cc6851bc
audit_candidate.round2b.sha256_0606ed7eb116def636c7bcd7fd31f56d037db3c523cc104c9b357cda1867c0fe	audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	sensory.cherry	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""7349b9ae1c3fcc4e1624e2ae8c95dabb0b08ffb1f01137d317fbc5b29396755b""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4117647,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.4117647,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	aed250b5ebd06229426680c8b4d548b697977d0f1a2e2e7ee0c77d7e6efc5151
audit_candidate.round2b.sha256_7dc62621d89a96ecf34782ca85489cfb505fa1c7954143628f2a0c395faa61ca	audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	sensory.lemon	sensory_attribute	"[""C"",""D""]"	"{""C"":2,""D"":2}"	C	3	2	"[""CANDIDATE""]"	"[""29d383a9a0ca88a69cd861bcee813c2e28fd8cc0bafb8f9c999e68d8c353a4a3""]"	"[{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.3529412,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.3529412,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	ac438df49d77c77109e877f2f49dcfc4bc21916c6907d1730e511ebf9105c1da
audit_candidate.round2b.sha256_8fb797f9d3557f8d561400519d5de4a6aee02ef2ff78e34943c2eb8661123f3d	audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	category.orchard_fruit	category	"[""D""]"	"{""D"":3}"	D	4	3	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":3,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.cherry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.cherry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	f9b3ebcc3a0ac3b70719e4789318349942d1e90a995f788bb006c202ecae6764
audit_candidate.round2b.sha256_a48d75af65d182514f9f59b5f0ecf01df9c89a61629fe5bdf609f1bdc5216c6b	audit_case.round2b.sha256_09ee44946b61c54a08733432ac783e8a99d1e6f75893674b0f288a989598bd3c	held_out	category.citrus	category	"[""D""]"	"{""D"":4}"	D	4	4	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":4,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.lemon"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.lemon"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	1ffd719427fa6688f434a5391ec13a1bf68fbbdf14ac6b9f752cbb8e06fe1621
audit_candidate.round2b.sha256_0db3caf8409c64d910930eba13b1af7b5af657d738e65f38e26d4c5f87952fbb	audit_case.round2b.sha256_0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	held_out	sensory.apple	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""797b295f925acdf4df289193de9d854077d9dc2419a18316150c76c9310f6a28""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.46153846,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.46153846,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	5fcf32d179db9ed9a63f0ae96c67ee981434515e8268e10a9e1c99c2f962ef7b
audit_candidate.round2b.sha256_5c464ca7770888a44efed6ea4d8406efdf6173544b51581d115eef2376b7f181	audit_case.round2b.sha256_0a565aa73bc45e19a4b6f3015b51e8709ce64101f5e3661f7ee6553c4e3a2dc1	held_out	category.orchard_fruit	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.apple"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.apple"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	0e839868098b55a1562541f81e5e3800c8c44f5c08a68129af3e6ef080cd7576
audit_candidate.round2b.sha256_55f56e78afc651e9a43e3ea3942ab38be7b067593ea07f4cf363e875242bbb25	audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	development	sensory.brown_sugar	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""11876af52d0c4698be3901fe76c90c8f4330575f2671a3948e5da14c995b6fcc""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5217391,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5217391,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	d30690fc0460f6a0982ef124980718e128d9fc19e712f50855388d225eb584f8
audit_candidate.round2b.sha256_a3e97e450d88825d253051a4a519071303a5702b94ba170fb6316cb6f6aad8f2	audit_case.round2b.sha256_0a6f6557c1604e62c9e824a99d8ad5aef8200d58a19317f1692468cbb10c48ce	development	category.sweet_brown	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.brown_sugar"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.brown_sugar"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	4bac62f6f992c5805ebfa29d6b056344374b4b256b1f6088fc1d30083784e224
audit_candidate.round2b.sha256_201b9ac611b16d0abc6bd2d45d1b5e74618b53993981d20ffbe4d51543302c63	audit_case.round2b.sha256_0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	development	sensory.dark_chocolate	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a8d30cbf56485e8c96bb2bbaa40d623b00534ac144f70c7b14ec3909b853993e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5769231,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5769231,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	fd62a3b54f7421310be4555d863cae3ea4c89bb59b3bd550accb89f77de1ab1d
audit_candidate.round2b.sha256_1ead4ef76345c41fe4e5bdbc9da958420985b75cc5f42428b338cc64c9362a2a	audit_case.round2b.sha256_0a7cdb4ec97ed5e7d8a7759981567ab1b39e991ba65afe06a471914ac84f0844	development	category.cocoa_chocolate	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.dark_chocolate"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.dark_chocolate"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	bada20d88f9e4df3be0afb84a390fa77fc59bfd40398e1779031076a1bfe08c4
audit_candidate.round2b.sha256_976f6850c7cbb0149730686bec7d3824b7b094d1d2f3a555cf6da57909a6a193	audit_case.round2b.sha256_0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	held_out	sensory.grapefruit	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""aa17ac71abaf86e342596a83031d6e75b1d3a8f480e1587ee80d7c6fb7f32e96""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.44,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.44,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	cb882e0a402c5d04b92ae4661d3d3275edfe9dcd8f6db2cee326e01ff8eaffbb
audit_candidate.round2b.sha256_f7ecb54ffb6fd90c6fb986837d19b0c7207ba33c2d396cb18ae92ee2274363fb	audit_case.round2b.sha256_0a8083c1c1d0f6e661091fa5d4e5a386c41f596e50db9cbe90f86835c642711a	held_out	category.citrus	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.grapefruit"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.grapefruit"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	b3162244daaf04eb60c04e3b65a6cd1282a2551a29f5e791959f8a6ab4805b3a
audit_candidate.round2b.sha256_67562fb336b2fae911063b4066f60d030820d42aa460c4c90f8f4f76ae1efbd9	audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	held_out	sensory.honey	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""69107ac72342d753259d874b6ee201504959b23ccb7328a999b0819f2353b5f7""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	87b9cb59177b2e1bb7d0ea28d92794cafad9bba35340bcdf4afd60ca1295b768
audit_candidate.round2b.sha256_9d96f899173a937a34ae7f27f7d08c295774157e598ade35a32953361aa323ab	audit_case.round2b.sha256_0a94d96c4d46e1e5e3811ac0e26eab3489a44dda21d518305c194208b3c45a45	held_out	category.sweet_brown	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.honey"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.honey"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	6db6ba81994b206d8ed3e7dc8be4e23423d6824c49b79e8767d778568aba3f7a
audit_candidate.round2b.sha256_31296a6d0cd5ece76ca22b55d0f53ff025fcb4e5276b8e5b30bf8514902d433f	audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	held_out	sensory.raspberry	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""a74984791ae48f5485160364e8bb54fd714c7b4eddaff0abb892b9dd35b764ce""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5555556,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.5555556,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	c874ae440fdcee7e7bca2fcb62b02a011395991af079fd00c6c019cdc0a05d06
audit_candidate.round2b.sha256_7fbdd8992e8bd251da36356de807f1f13d80162ecd72cdb10a786ba429fb35a9	audit_case.round2b.sha256_0ab097df97ddf0fd40ccd239fcde4e1d38c1618eaae24075206362426e4fb2c4	held_out	category.berry	category	"[""D""]"	"{""D"":2}"	D	4	2	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":2,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.raspberry"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.raspberry"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	be239a643da890a7e62931d5f4495daf063fd005b352d1217e9ea7d23d27ca32
audit_candidate.round2b.sha256_cb18c8c9279bcd881dead50d23de46846a0827207e7e1aa196cc1c269dcee834	audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	sensory.honey	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""69107ac72342d753259d874b6ee201504959b23ccb7328a999b0819f2353b5f7""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	b3ed80ee1bff95f26af09a880481b1af856c3041dc6fd2d06a6f8ef68d99467d
audit_candidate.round2b.sha256_4bc99c152406c7d907c51d305d72f5baa3396a43d5f56c5857cfe6ed19352d8a	audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	sensory.mango	sensory_attribute	"[""C"",""D""]"	"{""C"":2,""D"":2}"	C	3	2	"[""CANDIDATE""]"	"[""4195425488602b11edea7d5f0135c7166357c328ea87f3b76f04fbdbbbf6993c""]"	"[{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":2,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.375,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	1727f2e8c09bff1c75b27c08ac097a7cd8d93b4cc0b7188c5fb4beb4e32cbddb
audit_candidate.round2b.sha256_8e33d798889f4813bde86832c056cb7df7ec9d6e00ff0297093b01fd758569e5	audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	category.sweet_brown	category	"[""D""]"	"{""D"":3}"	D	4	3	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":3,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.honey"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.honey"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	3f0cd98f0a4ef940d586d169535bd50a1333d1a143c5298c6fd0779c866107a9
audit_candidate.round2b.sha256_92435b99ae78c1d0e3a0e47683769a80a4612d8f8f0f80f9f7e4787a85d12bfa	audit_case.round2b.sha256_0ab558b8f4170d80d9c82eb2ad51d279e3075eb22d86a8f8a2b6efa468787793	held_out	category.tropical_fruit	category	"[""D""]"	"{""D"":4}"	D	4	4	"[""CANDIDATE""]"	[]	"[{""candidate_rank"":4,""relation_type_code"":""broader_than"",""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""D"",""seed_concept_key"":""sensory.mango"",""signal_ledger"":[{""relation_type_code"":""broader_than"",""signal_code"":""typed_graph_hop"",""source_concept_key"":""sensory.mango"",""traversal_direction"":""INCOMING"",""value"":1}],""traversal_direction"":""INCOMING""}]"	498996011f196f0357ea1a642d34afa2c763b3e29e6932cef6bebcabb21b77ca
audit_candidate.round2b.sha256_0f46af57e77475604a9bc9a247846645c502df9532a295465b7606027560794c	audit_case.round2b.sha256_0ade9c82bbe5ead33ee5833e7089a5ff44093e6320055a3475cb0abfd7449d0d	development	sensory.hazelnut	sensory_attribute	"[""C"",""D""]"	"{""C"":1,""D"":1}"	C	3	1	"[""CANDIDATE""]"	"[""31c8042e20dfdde915d6c8f9caf9a36bfd841f2468350567d6daccdbfafd012e""]"	"[{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""C"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.47368422,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null},{""candidate_rank"":1,""relation_type_code"":null,""retrieval_baseline_code"":""D"",""retrieval_tier_code"":""C"",""seed_concept_key"":null,""signal_ledger"":[{""signal_code"":""pg_trgm_similarity"",""value"":0.47368422,""value_semantics"":""orthographic similarity only""}],""traversal_direction"":null}]"	caf7ca22f2c8211b9f3de0f814a67d6194fd685578564d73ab7e4861c57364d8
