human_audit_item_id	audit_sequence	descriptor_assertion_id	source_family_id	source_artifact_id	effective_record_id	coffee_identity_id	year_id	publication_layer	source_native_form_id	restricted_source_pointer	machine_disposition	machine_output_atom_ids	machine_mapping_states	machine_concept_cluster_ids	collection_tier	blind_review_order_sha256	reviewer_id	human_disposition	human_split_count	human_concept_decision	human_error_category	human_review_note	human_reviewed_at
human-semantic-audit:fecf9f8d038dda1702629fea	189	assertion-b2:b041d1bb96aa0e18e0e81094	family.ace_cup_of_excellence	artifact-b2:10a61831d0f1d25834f09ab0	effective-b2:d0285b29f637101b1fa16960	coffee-b2:b1a28c9eb30dd3c0e5b9909b	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cc26e18280e0f70f32241f13	hash:sha256:493754f8eb044a921a762c56eba3ee0578733a2e02181d3daabae444db1e0256	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:e544b9e92dfdbea1211474be	DEFECT_CONCEPT_CANDIDATE	concept-cluster:9fa60cc8bcb7e6d3c8e851a8	SILVER	3db8bef03798a8b63c267e47cd092b21434a49805b8c05e860c693c7ba759a81							
human-semantic-audit:7e3044bb39ddfddbb5dbbf0b	190	assertion-b2:1372240ebd44318562bed980	family.ace_cup_of_excellence	artifact-b2:a270752b641e366389f35db6	effective-b2:e8a68e68ae50221227201a0f	coffee-b2:64efa4f42a54e50f7d4ab81e	year.2018	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:a97b0931730e83fbf9284ff0	hash:sha256:7e8b524a40cd90afe7888c1e1e084ca9cabcf3bcca511ac785460401f26f4301	VALID_BROAD_SENSORY	cleaned-output-atom:c8fc82ee999a4cdb499f32f8	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:46c98227fcdfe17e552d84c2	SILVER	3e7db80765e38e36bb9180a994fd93e59eb26fc806c824b29a3ba19e70b8a8ba							
human-semantic-audit:539c4830c5250c36b301688f	191	assertion-b2:db0b80f1f28b2f16fb72024b	family.ace_cup_of_excellence	source-artifact:c3cb29663515f53af1fad06a	effective-b2:26fa1bd271b4b7227140c6db	coffee-b2:a307cef3f53dee40e9e88d2b	year.2025	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:f3c9e1abbe7d6869e841a2f8	restricted://post20k_extension/assertions/assertion-b2:db0b80f1f28b2f16fb72024b	VALID_BROAD_SENSORY	cleaned-output-atom:cf4f9ce78bb2b74950904824	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:a4a52534827dbd0ba544ed04	SILVER	3e8115a450dafd06774584dd9e7ed4e99ed6a216016a5d0d6b1c7ef5c6f625fb							
human-semantic-audit:fc721146505905bb8cdf9555	192	assertion-b2:ad61c6d765f19672331ce554	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:c601a11376ce73da899cd795	coffee-b2:812718bedb5aec14ed3d3460	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:45dc965e2f643925eb6024e9	hash:sha256:c96e47ca829321dbf69857a985982346365bac2db5b438dc1d61d77615f363d2	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:c4bf815cea258dcb05404118	DEFECT_CONCEPT_CANDIDATE	concept-cluster:9fa60cc8bcb7e6d3c8e851a8	GOLD	3ea3fc4f482a1f9b0b7033686c73b42da68b625a8280cb7bff5e048f1256c1e1							
human-semantic-audit:6489e794c4eb16d4f5336d06	193	assertion-b2:998b34ff239da930cf8621e7	family.ace_cup_of_excellence	artifact-b2:220af6274d8b4003b9eb957f	effective-b2:3c7ba207e74cb4022ff4f5b4	coffee-b2:7c7ce60c8a842f438dba5148	year.2021	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:77ffa7f2c31d83a5d803cdcc	hash:sha256:33ff32af7c947024ffee56e26fcad3917950aa275d28e33bf165a106bcc7daa5	VALID_STRICT_FLAVOR	cleaned-output-atom:3ab9da383d9eebac960b12db	EXISTING_CANONICAL_EXACT	concept-cluster:a21a7a6912d00ef787a29bbb	SILVER	3f177304b04a4a75390b32c279f701af565765364de22b3d2f38dd353436967f							
human-semantic-audit:7d143f4540a5317c22924cbe	194	assertion-b2:0337ff3e7cc78ff17fe4571e	family.ace_cup_of_excellence	artifact-b2:18f903c46effecaad132cbd5	effective-b2:05445a6a25657e5000638580	coffee-b2:dddf000f4794612b9b29c69a	year.2023	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:cd75063b613ddfc661b8908e	hash:sha256:e8446a3ee878b036aedd6ad86eeb82794b4a3666206ae90ebef286b9f6811a21	QUALITY_EVALUATION	cleaned-output-atom:51f1f4c59a158f37d2322cdd	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:d842a09b57440a1ee337a61d	SILVER	3f28c4d37a4108820a3fe7796d5fec55d3b72a2a35f883f5e0d874334f886994							
human-semantic-audit:78170f825422ac9c8cd7de89	195	assertion-b2:8c1797eccfb9cd626fc84e48	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:2fb1f59f403eb1880d5f488a	coffee-post20k:24f57260c94f47c470ceb118	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:07a81f02b607fa1ad8dda6bb	restricted://post20k_extension/assertions/assertion-b2:8c1797eccfb9cd626fc84e48	VALID_STRICT_FLAVOR	cleaned-output-atom:a9884bca24f3557a40e36d1f	AMBIGUOUS_CONCEPT_BOUNDARY	concept-cluster:9e5d5d7a8c97ee4071468b15	GOLD	3f2a291b1b16b2fc485f0bb894575c1d6a82f482e28e081671d15e63953b11ff							
human-semantic-audit:327ccb3b89bb13bf86b27260	196	assertion-b2:80d4e81541a4f61a16ee7f30	family.ace_cup_of_excellence	artifact-b2:71fea22da131d0069009a167	effective-b2:942b2bfdd3f5ca9b9e10de3a	coffee-b2:de739f0dacc703b26df303d3	year.2013	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:2f0030c535193fc164e4e2b5	hash:sha256:6a66aeef16769726b35c7d7ea0296b8c2ad4425b2aa8855235742fc59c6fbd5f	NON_DESCRIPTOR	cleaned-output-atom:46a5b6b78a268c542eb1b340	NON_DESCRIPTOR	concept-cluster:7319e2768506beb897bc0ecd	SILVER	3f436c7a6be5d3182493007293582dadfdd9936ee894bdf78ced3cd143852d15							
human-semantic-audit:bd7acd1fa393b6ebd67243a2	197	assertion-b2:e4b2d7f4895a69a5f60d88c6	family.ace_cup_of_excellence	artifact-b2:679b8737f253965a0e9228b8	effective-b2:fa3696fd619dcf54c14fdd00	coffee-b2:888632bb8101a96d8ec2e8bd	year.2021	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:b9f7cca3c8d86207f92019f2	hash:sha256:9ba537e31f810752ed9cfa3f27c04f66c91070269d993be1c35438608a6ecc4e	VALID_COMPOUND_SPLIT	cleaned-output-atom:7c60cc02ffa733c773557778|cleaned-output-atom:24411eb3fef682b21249c1b6	GENUINE_ONTOLOGY_CANDIDATE|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:016877c1639049fad5c08e28|concept-cluster:3dc143dad637da1d8d156d8f	SILVER	3f65251419fca1727bdf8e6e7fc3eb7082857a4ae0092fdb8bd98f1513bb16f9							
human-semantic-audit:9904430d22a93ab4465c5b0a	198	assertion-b2:eba7dcb3e049b4085ed91fbe	family.frontiers_cenicafe_lengupa_trained_cuppers	source-artifact:8c7e3dcee15972eaff0cc5d7	effective-post20k:f035bb7e9fc3105ab2cc726b	coffee-post20k:50fa049cc907005d00538ddd	year.2026	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:e9f747bee47813c08b26bfce	restricted://post20k_extension/assertions/assertion-b2:eba7dcb3e049b4085ed91fbe	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:cfb987854fde77dde444feb6	DEFECT_CONCEPT_CANDIDATE	concept-cluster:c883baf78856c3b9ee4a98a2	GOLD	3f91955f00c0f811e57c841462fc242076625bbf1e0ca165451c153425ee8485							
human-semantic-audit:25ef30f0b5ef884810e93baf	199	assertion-b2:dc2fc4efdfe20080e8de90a1	family.ace_cup_of_excellence	artifact-b2:d2e3747f5f374e996dc9ddf6	effective-b2:28e3f8432b3514387c190607	coffee-b2:a550e3fc44b85e6b32462b2e	year.2023	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:f24df29dd7c075d6c13e73b2	hash:sha256:108620c52154f56ec312441360d3320eff3e0781973bd8fbef1a3008e70cd635	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:e1d7adb833c74f8467a7032a	NON_DESCRIPTOR	concept-cluster:bf47da4f3c927a99060a1c88	SILVER	3fb7037bffd6d6605d63f7fc2cad8c7dff38297feb5866c8c5495a22346e1ae3							
human-semantic-audit:e8cbb53cdd513732be98da86	200	assertion-b2:35f6c49424fe87cba252fd04	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:a01716b6832f3cb461ef5f53	coffee-b2:011b6e8495a35eed7aff56cc	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:55647a2b339915d33b59a244	hash:sha256:442585358e8cd43e602437b02f60956a848fec960df940cf34dc7801efcedc0e	VALID_COMPOUND_SPLIT	cleaned-output-atom:2d5992f3327fe9355ad0e039|cleaned-output-atom:37c2c4280b643e6da38d7cac	GENUINE_ONTOLOGY_CANDIDATE|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:04a5ca027d40c9bfa0a41b0a|concept-cluster:3dc143dad637da1d8d156d8f	GOLD	3fbc9a7d449b0d40e62692ce7a5fa4b3a8ab06d851d2d0177eaa02dcef0c7cbf							
human-semantic-audit:4a4b7c541ab4d2ad033e6674	201	assertion-b2:06e14d8835f7c523a43d9d73	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:23b8b1fca8c45602a48285b2	coffee-b2:cc717793e8d11a030997714d	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:7009374e9f5eb2d5050f5471c697fd6cb3091a05abf25dbc2ee9d34c6b11c79d	MODIFIER_ONLY	cleaned-output-atom:3fc77373f83aaf3819e69728	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	BRONZE	3fe515f4618461a6deaf9d43e6c6d7d7d6a5198a9b1bfc8407030a7f84310081							
human-semantic-audit:ab9cfc10b92ec0364b517144	202	assertion-b2:dc0c200b9e94311ed69c33b5	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:7ccdec7ee7b8a2e864b70558	coffee-post20k:19e9d5245ef2c34babc1a8d2	year.2022	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:01e7c30f7fec479d601b6df8	restricted://post20k_extension/assertions/assertion-b2:dc0c200b9e94311ed69c33b5	MODIFIER_ONLY	cleaned-output-atom:5fd49eb9d8e15b5b90fd7e0f	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	GOLD	3fffd39cb7c0210b348f58629ad5616958600d2f9b3342d895848a5d78ed11b1							
human-semantic-audit:431741ec45618f69ebfbce8d	203	assertion-b2:43af7518b1e4b68f29701976	family.frontiers_cenicafe_lengupa_trained_cuppers	source-artifact:8c7e3dcee15972eaff0cc5d7	effective-post20k:703cfac4e6dc19757d2a0636	coffee-post20k:25817583d63d14199c7214d7	year.2026	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:b9043c16af362f30807deaf6	restricted://post20k_extension/assertions/assertion-b2:43af7518b1e4b68f29701976	MODIFIER_ONLY	cleaned-output-atom:3f171af6ac64daab59d05559	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	GOLD	400999298b99db5e6ce262d4a1d72b46af04cc35b8cbf02ffb7f4de3dafcacdf							
human-semantic-audit:e264180eae46ce90a40f2227	204	assertion-b2:b700c48b934d2668e72e09ef	family.ace_cup_of_excellence	artifact-b2:c25b52ff1fd5f58e1c74b4ae	effective-b2:0ecba0bf72da59f984bc26ea	coffee-b2:68c47314100aa4ba228d4ecb	year.2020	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:4c71d89a97c1b2a60765b35f	hash:sha256:837b98298992f053cd146f243953cff23e1032fa9e6e8f9b7c95d65e9c316afb	VALID_COMPOUND_SPLIT	cleaned-output-atom:13d664e94be381de3cac24ec|cleaned-output-atom:00679cdcfcdaed8d63fefea7	EXISTING_CANONICAL_EXACT|EXISTING_CANONICAL_EXACT	concept-cluster:ef6299fa2df616e4759d76d2|concept-cluster:fbbe2be593892327b90a4799	SILVER	403d5ca24fb05316896d413cdab9fb2ed8a1f8306860775c3fae2c77997d74a9							
human-semantic-audit:f1ef8cccb5b7c8e38e5c7307	205	assertion-b2:35d6f89c0b80aeb5e765f2f3	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:153e59684061d91715b735c9	coffee-b2:69422d51bb73eb877ab10d88	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:184df936d41b2da8d10163ad	hash:sha256:184df936d41b2da8d10163ada0ad89d1fa80dfd743f266bcec225e1d392d373f	QUALITY_EVALUATION	cleaned-output-atom:2dff089949f2a0dd439949d9	QUALITY_OR_STRUCTURE_ATTRIBUTE	concept-cluster:538baaf5ff94799d2cbed1ac	GOLD	405a1868b4838b94eb0b929720f20a85d51602db59f2ec5080dcc04d4e83f92e							
human-semantic-audit:5d63621f908e976cbd1365ad	206	assertion-b2:767b12825c0a96d15ee6dd17	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:1a1f1b29ea02d25f4230afce	coffee-b2:2f3305e9e32bd777c8f66a73	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:ffbf4559cb6290960f1b1709	hash:sha256:8c41adf9e12a547ca29c31ffe65df77282b1ab4d8436b2633b0717f5ae94a11e	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:c8bab46e3b1dfa5cb41a9919	NON_DESCRIPTOR	concept-cluster:b17d6a1bb4174ae8afeff56a	GOLD	405bc0e351a2334d7ca091d1b9b59003431e486b34dc9983506678155ee19f94							
human-semantic-audit:29f53cdb772365812d3ba57f	207	assertion-b2:24ec8e1351ae42a05e701c33	family.ace_cup_of_excellence	artifact-b2:3bd81fcf514c7a21091e26ea	effective-b2:68094aa5a9f5c48121c71a98	coffee-b2:e929b04cf734488c0a00bdbb	year.2017	PRIMARY_JURY_DESCRIPTION	source-form:c62a908dd8f1f63c24b3584b	hash:sha256:a3e0737d5495b144a2ace08385e905ad99cfac88da4f1014468ddaedde79749f	VALID_COMPOUND_SPLIT	cleaned-output-atom:d2bac81aed6e0b467dd478e9|cleaned-output-atom:872f150863483dbc399a935d	QUALITY_OR_STRUCTURE_ATTRIBUTE|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:27b169bf8f0fcd2f4b72dd37|concept-cluster:7c5499edbea9a980d5290740	GOLD	4085b4d3430954df1b562ace911c22b29170f04606939a3f12e77b76eee4276d							
human-semantic-audit:4f09c65b255c1a65d6ad8dee	208	assertion-b2:e781f0d43b1e36d8123e0007	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:23b8b1fca8c45602a48285b2	coffee-b2:cc717793e8d11a030997714d	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:60302504a318cd5fc176d4d7	hash:sha256:7009374e9f5eb2d5050f5471c697fd6cb3091a05abf25dbc2ee9d34c6b11c79d	VALID_COMPOUND_PRESERVED	cleaned-output-atom:08b6b5e3aa493f644f06f5c3	EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM	concept-cluster:550c354ca9f3411d5b5fe931	BRONZE	40a93c8c41f3c1b73a2b1dfde555e7418817d7b6f2727919a95398d83c7d079c							
human-semantic-audit:195131759bf050172d05962a	209	assertion-b2:1955e06c218af1f50054d1da	family.ace_cup_of_excellence	source-artifact:cdfac90b10a6ea2aa4c6e64c	effective-b2:5acd56d218743796c9bee21b	coffee-b2:44a02ebfd8996e72b7a7a92a	year.2026	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:fe9903badfa9e2149b6de64f	restricted://post20k_extension/assertions/assertion-b2:1955e06c218af1f50054d1da	VALID_COMPOUND_SPLIT	cleaned-output-atom:ab535c7a5f7e11025f922b4f|cleaned-output-atom:f2d34496c0e96b006e4741e6|cleaned-output-atom:f8f08a7e2bdf135d632caefb	EXISTING_CANONICAL_EXACT|EXISTING_CANONICAL_CHILD_OR_SPECIFIC_FORM|GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:fbbe2be593892327b90a4799|concept-cluster:9d8fd85884da81aa18ff6900|concept-cluster:a57db2fdabc6646c1166cde8	SILVER	4117b972ea6f30d9dbe88b04a70a917124c55c0ba066ac1ee43e48b68303bd07							
human-semantic-audit:73b9e80f406b8071bb2d3a39	210	assertion-current:98c676fe601e9c7bec746c98	family.ace_cup_of_excellence	capture-current:0716d43dedbfcb99393e7f81	effective-current:1cf75637c208a1513d29c617	coffee-current:1cf75637c208a1513d29c617	year.2009	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:abe10a7b1ab725a978ccf7e8	hash:sha256:aa56ed6fb422135994486c580bcc477b959101421e8aaf752532104779547de0	UNRESOLVED	cleaned-output-atom:d6a84c7a95928369b0cdc101	UNRESOLVED	concept-cluster:a82cb8fb5745af4322c4acd9	SILVER	41eaedcefd20d3708fe8e58f1e4ca3284c783f704ca040902872c8256d02122f							
human-semantic-audit:8f1f5df4d5dcb10f07004774	211	assertion-b2:6c984de6ab58d752fdc28e9d	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:252af432dcef188be83f40dc	coffee-b2:69a46d8701305c47588b51e4	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:099bbde85d2ab4f33035c0d4	hash:sha256:099bbde85d2ab4f33035c0d46c8195e2e9b8c3d6af7c24b1eabcf5bf8afc08ed	VALID_COMPOUND_PRESERVED	cleaned-output-atom:6816e3c3460118b2bebea19a	EXISTING_CANONICAL_EXACT	concept-cluster:9e3735e073075f3f9406dc80	GOLD	422057dafe9c0e7fbd0499d02819145fbac5ed4b695434259ffacbd99ca62d26							
human-semantic-audit:2c6c7062302ddf5436b46dd8	212	assertion-b2:abccaa6ccc1e5d753e69f8fc	family.ace_cup_of_excellence	source-artifact:6d8e024c2255833b16c78ed2	effective-b2:cb6bd55200b8fa13cd0b1565	coffee-b2:d7a184e77422b0fdca7c1940	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:bd31d2c8cb137c44619eb9c7	restricted://post20k_extension/assertions/assertion-b2:abccaa6ccc1e5d753e69f8fc	NON_DESCRIPTOR	cleaned-output-atom:0d0be2288ff3deca9c5a6cd6	NON_DESCRIPTOR	concept-cluster:52b7c61a38c789b41097ec09	SILVER	4229fd9127c49d3acdf75ace8ca39959cf42d627f665d0258fb8ce2131fdc3a1							
human-semantic-audit:b2bdc02b6ae185ba2331267f	213	assertion-b2:90376de2258985c7e261faf5	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:153e59684061d91715b735c9	coffee-b2:69422d51bb73eb877ab10d88	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:d92c07ad493ff6a533049fbf	hash:sha256:2ed26eeab16c7c2164524c23bd0a6ee2ffbfb400f14e20b655a3581a5eb7b3d3	VALID_DEFECT_OR_NEGATIVE_SENSORY	cleaned-output-atom:6b5dbcea22f55188656e4817	COMPOUND_OF_EXISTING_CONCEPTS	concept-cluster:a553ab2f11c9b079e22c8f88	GOLD	42469a835a303bb0f2c1e42f2ed995b627da5e7ee69336b54dd2307b01645283							
human-semantic-audit:0ee0bfe6c191d74e9c520fb4	214	assertion-b2:00a0b4caa2564c0c3863311d	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:4f7526d2ffb7a8520de70ef3	coffee-b2:da77fbb58307d90afdf9d1fc	year.2026	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:c6a8724097f4a7baa3e43380	hash:sha256:4ca4907214379e36c60ad8d02eacfc2ee0ec0f8bfc3d64473144dc8b78c6b36f	VALID_COMPOUND_PRESERVED	cleaned-output-atom:bfcdc620b13c98aaa59b20ca	GENUINE_ONTOLOGY_CANDIDATE	concept-cluster:e9ab5b692e49469eecd68d34	BRONZE	4294eaf247284a479965c00b7c50e6b0f97f46eff04d95c1778bfe649b0f445e							
human-semantic-audit:0038d98db18c2d6685fd1fe2	215	assertion-b2:9b310703b7bdb554848ef1f0	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:82cceb4598a428b55130191b	coffee-b2:8d49e1b53605435c4a2c5970	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:f9b0078b5df596d2ea19010c	hash:sha256:c563f469e8b2bbb81b1292421266d3e444f25af9b865862ee2a0954bb6bda566	MODIFIER_ONLY	cleaned-output-atom:3ef6995988a66ddae5f33c8e	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:3f99d3a824f8997c4a83b076	GOLD	42d0941c69e0035c017951bfa190cf2f91866a2329f12bdc63b2104bfa158b8b							
human-semantic-audit:a289a18709ebe14893c34953	216	assertion-b2:5ce1d2b9a67efbf11cfb0926	family.ace_cup_of_excellence	artifact-b2:6f8ef3f0380500a551083fc7	effective-b2:7c8ad31afe75d5b95ba98ed7	coffee-b2:e3f458522ad92d0f35794e05	year.2015	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:447f7f5c325ea17e635bef91	hash:sha256:22791b9452971ce618a123c6d1f865ddddf49e076e62564fde9f9e777eebf26b	MODIFIER_ONLY	cleaned-output-atom:265487c7f5701291d85f35be	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:373f2527a0243c843fabdf22	SILVER	42d413e5a73162f0451e247fa639725ea382432accd2cd445dbd7e4672cf0224							
human-semantic-audit:aabdbeb974cc146de906f266	217	assertion-b2:e7e07b70b10d622a9248cbec	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:7f8b812236f175a5c58bc23c	coffee-b2:da2896e4956890bd181113ef	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:73eab8de5c9423e889d7ed84	hash:sha256:67f8030ff9996fd0918ae504cb8034bd1e70ec1660366f342b1992c6f0c2bfad	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:b226546867e62b2d48a1ab8a	NON_DESCRIPTOR	concept-cluster:39d3d2b1a23f838d7d56c959	GOLD	42ec56ae64bd1b664c3e900774587fff5efd4f54057d4cb841274ecae34ee103							
human-semantic-audit:9c33298a95371418dcf79b8f	218	assertion-b2:8a11ad42bc674d4867622ac5	family.frontiers_inera_robusta_q_grader_panel	source-artifact:afadd6ca20ca86ec495bd740	effective-post20k:9c5501ad04f4300d0fa765e7	coffee-post20k:0b5784f3240e2768c1df11eb	year.2021	TRAINED_PANEL_SAMPLE_CONSENSUS	source-form:f97e9da0e3b879f0a9df979a	restricted://post20k_extension/assertions/assertion-b2:8a11ad42bc674d4867622ac5	NON_DESCRIPTOR	cleaned-output-atom:9ea46f719a5db2807a2abc39	NON_DESCRIPTOR	concept-cluster:253aa868967b741f0a564e37	GOLD	43032d0434d277aff2f50f41014a57efde9501430f1839538bc74ce0211fee13							
human-semantic-audit:4563bd9e944378262aa81df0	219	assertion-b2:042c1bc7c32abbecdd8cd39f	family.ace_cup_of_excellence	source-artifact:d5519efeac952312ee0f26d4	effective-b2:8dea209a435a2a9cf5c0713c	coffee-b2:ea3f571bd9e2b7ed39a53a52	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:285c340e071f2459d773975f	restricted://post20k_extension/assertions/assertion-b2:042c1bc7c32abbecdd8cd39f	PROCESS_OR_ORIGIN_METADATA	cleaned-output-atom:6fdfae62848264d9a5dfb5e2	NON_DESCRIPTOR	concept-cluster:204555ba660e71cddfff4fb1	SILVER	4348243c6e1b908c78e71636201bb70c74cf9474d36513c20758af2734aa71bc							
human-semantic-audit:5621b955413de9a5b634c239	220	assertion-b2:bfe735afd0bf26562047f912	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:7265c2873cedc1ba7ca0e6b2	coffee-b2:210ac4e486a066571cdd84a5	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:01e7c30f7fec479d601b6df8	hash:sha256:314b13114cad1d2ba502c32a4dd234d564e4101194fcda6e352c7567a41bf510	MODIFIER_ONLY	cleaned-output-atom:6bbdcbc9ca20cf2db573f9eb	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:527fc2be53e4a1f199e90a03	BRONZE	435cca7d57c6f088f828131da88aa42d84c37e4a11d55aeb6975b9bd086eb5ff							
human-semantic-audit:668a3c765836ce6c74091af0	221	assertion-b2:6289f65b6b4f8ca0ac3a449b	family.ace_cup_of_excellence	source-artifact:c990c6ec8745d6626a3491ac	effective-b2:92ac9be563cd3b85a9afd1a6	coffee-b2:bd2c8bad8b9342ad57540947	year.2024	GENERIC_ORGANIZER_SENSORY_FIELD	source-form:5137c8760c9411860cdc0ecc	restricted://post20k_extension/assertions/assertion-b2:6289f65b6b4f8ca0ac3a449b	MODIFIER_ONLY	cleaned-output-atom:a38ff342a522b5188dc6fc71	MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:f4667d8c54a242c4ffef007d	SILVER	438f40db590c3985094678f18560448551b806e493836e9872f295a45efc9783							
human-semantic-audit:7ed04c217901649df07fadf3	222	assertion-b2:63ec22710e02955aa735a6b3	family.project_origin	artifact-b2:7513f5ee31b0a0438262d0c0	effective-b2:a47fc029a947c8c223a3b7f8	coffee-b2:33549930864fb1853077e796	year.2025	PROFESSIONAL_COMMERCIAL_SENSORY_FIELD	source-form:78e7771b8b46e11ddb34ba48	hash:sha256:55eab4f23731324ee4da17651727c637ee08bcc6584ab3ec74eaa02184309e74	VALID_STRICT_FLAVOR	cleaned-output-atom:9488ae0e5fe402abd12106f2	EXISTING_CANONICAL_EXACT	concept-cluster:7e2cab11be5e3b34887e4d2a	BRONZE	43c8033403b44be7f96730d0ca2481e74367344f863043348117926c538de58a							
human-semantic-audit:34e931e9e6665b3ef8cd6fe7	223	assertion-b2:abfb172456a9bf5c99df4b73	family.zenodo_golovinsky_q_grader_dataset	artifact-b2:85df699ea18f5849ef310410	effective-b2:63f7e8e8ebeaddd1c8f6abcc	coffee-b2:144daaa71c9e4a6a2a1c7dd5	year.2026	JUDGE_LEVEL_OBSERVATION	source-form:4e13036242884ae12e0b35f5	hash:sha256:76f98c6e07d562825fd62537824b7ef31fba15109f1b0182b91dcef9483980e3	VALID_COMPOUND_SPLIT	cleaned-output-atom:a78bd943b18b79a6675df66b|cleaned-output-atom:742fde7b405163e208ab15f8	MODIFIER_OF_EXISTING_CONCEPT|MODIFIER_OF_EXISTING_CONCEPT	concept-cluster:7c5499edbea9a980d5290740|concept-cluster:514e915a67f882159ecfd702	GOLD	43ccf2011bcafca7587594dd32c15f43362c97e3b9791ac45e34eb66cd910a32							
