review_item_id	priority_tier	provisional_normalized_form_id	assertion_count	effective_record_count	source_family_count	year_count	unresolved_assertion_count	strict_assertion_count	broad_assertion_count	mapping_methods	mapping_confidences	mapping_bases	rights_states	distribution_gap_affected	machine_recommendation	reviewer_decision	reviewer_reason
review-cluster-current:170d0f1eb887b5b647e666d1	P2	provisional-form:0a74f3353673c6f25d8e5154	86	76	2	12	85	86	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:cc24ffa704a5b8d4e6071f38	P2	provisional-form:c371578fdc5ddc302a761f00	86	84	1	7	86	86	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:23a3ab433fc7bc547082fbff	P2	provisional-form:728a07126ea01d49ac050b9a	83	82	3	14	63	0	83	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:a1d8202209f8c313e8e77b03	P2	provisional-form:6011d7a8f33ed8ec9a98ae81	83	82	2	17	78	83	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:78e72501f5f708058394e03c	P2	provisional-form:a73860a05ec07cb9ce86d802	82	79	2	16	79	82	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:884dcf3fbbfa3171fa5e0e72	P2	provisional-form:cb48108ea0d1b87a515dc3d6	80	77	2	15	72	80	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:ef185e2b1e9c77fb2ff1fdd6	P2	provisional-form:447f7f5c325ea17e635bef91	79	77	2	18	73	0	79	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8aba55dd42316ba453a3caa0	P2	provisional-form:d037e316bcc269c4768e68d7	78	74	3	11	70	78	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:7d6da7f3047ba2c631a11633	P2	provisional-form:545ce787c410276d227955b0	76	70	2	16	75	76	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:011e2d78de9c3e7e99b38c89	P2	provisional-form:f9b0078b5df596d2ea19010c	76	57	1	1	0	0	76	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:314309274154e8ec6de7a2a9	P2	provisional-form:9aa26756cc9def1c1f971640	75	74	3	15	56	75	0	DOCUMENTED_ORTHOGRAPHIC_ALIAS|NFKC_CASE_SPACE_PUNCTUATION	0.990000	BATCH2_APPROVED_SPELLING_OR_PLURAL_ALIAS|CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:7544e0a81c9ec4f9e1d62e71	P2	provisional-form:0a2562424d97b71d9d8acc0e	74	61	1	7	74	74	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c608f33a53d4446df988efd2	P2	provisional-form:fc7647bee720ef94013a9ff0	72	66	3	14	64	72	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:89ac6ff91aa2441d9ac8185c	P2	provisional-form:ba7ad46689f94dc14c1a456c	71	63	1	10	70	71	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:24f6b1d47e58fc9b0f5f9de2	P2	provisional-form:3bbd81ca7735640cb5a7f837	70	64	3	12	28	70	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e9db30310b125b12ffcaae5e	P2	provisional-form:156beab0ef28d357b196ccdd	67	58	3	12	46	67	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e3b6f5b257eca62f539e5621	P2	provisional-form:90e62b92a956add6e1c3871b	67	67	2	17	64	67	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:22e68b13d475904d4e53ebfb	P2	provisional-form:2a4796d53a1ec4dd67daa38b	63	58	2	7	62	63	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e70e7c746d1935bf9ecfd73e	P2	provisional-form:3313aef6660f7149e6012b66	63	52	2	6	6	0	63	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:b008ee90aabce86168c0e573	P2	provisional-form:f811eb5c56eeb90a48b9dfc0	62	44	2	2	1	0	62	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:e5051434350561ec6785ab67	P2	provisional-form:c0905088ba5b80677849d482	59	58	3	16	53	0	59	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:2baf916e75d0452724d526dd	P2	provisional-form:97cfbe87531abe0c6bac7b21	59	57	2	13	47	59	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:ca08f4fec0d4f4989c4c0c6a	P2	provisional-form:d6a98598212ed729f5b9a4d1	59	50	2	7	10	0	59	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:102f62eebaa212a177754dd7	P2	provisional-form:36b481152ba40f4eec67cb63	59	58	1	17	58	59	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:82c9eaf25e3f01c436714365	P2	provisional-form:71d6a37fa41aba8789868f45	58	55	1	15	57	58	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:8bd89fafe27059d8af2bd83f	P2	provisional-form:533703fd6141e25f565fa24d	57	56	2	15	53	0	57	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:5a45224efb9fef22524040a8	P2	provisional-form:50717f32c5e6289ec1015ff4	57	48	2	7	11	57	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:214df9a0eacd7e2d8b2338c9	P2	provisional-form:9f7411175a19631ed6da6945	56	52	3	16	50	0	56	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:af8596d44dfee8ccb5a9567e	P2	provisional-form:10e9f5602d2492b386b4dc75	56	56	1	16	54	0	56	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:abb660b1199abcdc5da70007	P2	provisional-form:315600a556a5376ebaeccc4a	55	54	1	16	53	55	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:cc226de02fa965b3472693a4	P2	provisional-form:8c3a6651362d2264b171fd16	55	54	1	11	55	0	55	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:1ecc2acc1030653ba24b5237	P2	provisional-form:5fd33327b6b663f4591a8c2d	55	51	1	6	55	55	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:f6a1b3069a112235ab4c0375	P2	provisional-form:9209526aaa61b0709dbb838e	54	44	3	10	46	54	0	DOCUMENTED_ORTHOGRAPHIC_ALIAS|NFKC_CASE_SPACE_PUNCTUATION	0.990000	BATCH2_APPROVED_SPELLING_OR_PLURAL_ALIAS|CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:1981ab48dfbc5c9d99060439	P2	provisional-form:b755cb248c3c4a7d94f835b4	54	41	2	7	9	0	54	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:83bea33e027591644528ab66	P2	provisional-form:8286ee4ea8f54f0276bcd4a1	53	43	2	11	33	53	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:2dc1160b1fc20d1066f3639d	P2	provisional-form:54c0bcab0e7334379ea4e9df	53	46	2	3	2	0	53	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:95e7d0122ba5b333d93deb56	P2	provisional-form:99a7026172d42714d0293e55	53	42	2	3	2	0	53	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:7acfa5d3dab78627d190d81b	P2	provisional-form:ccfbf54a16301979086b9893	52	50	1	11	52	52	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:9204c0a6779d8f4d1c87c6b8	P2	provisional-form:618d663af0f1ec88a5a19def	51	51	2	15	50	51	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:ca7c7ec7495719ef66fe2187	P2	provisional-form:cbbd23cc32c5016b0017c4ec	50	48	3	9	45	50	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:02a7d7b5c42af2cdb4122ec4	P2	provisional-form:32c4feed996880bc92a062dc	50	43	2	10	13	50	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:b857ea6f4d6612d4f9233b4c	P2	provisional-form:69afc2ce866da3bb0282a312	49	46	2	11	33	49	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:b4e58b0685b4520596daef87	P2	provisional-form:7d9f72f6de608982c43aabd0	48	48	2	11	41	48	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:2198d10e50fe71be37ea3557	P2	provisional-form:e9664961c84a9974da388031	48	28	2	10	14	48	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:55ddd6ffead42463c3de541c	P2	provisional-form:dd2f52a82f601d000cfa9a92	46	45	1	13	45	46	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:c0e9248665ce98f1a7c5e407	P2	provisional-form:da43f06caa04c6fd627b63e9	45	31	2	6	8	45	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:41f61bb81c20c6d57ea8ed81	P2	provisional-form:e6777f085398cad5955fee70	44	35	1	1	0	0	44	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_ABSTAIN		
review-cluster-current:3a126b5ba01f19a5f6f3dfa7	P2	provisional-form:6294cb68d4b9448039a2c857	43	40	3	10	37	0	43	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:dcc2f39e8c8acea3b8e71f0b	P2	provisional-form:a7ec7f3ae09187df17173620	43	43	2	16	38	0	43	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:6ea1897e27fa342bcf3f3ffd	P2	provisional-form:1bd3f74eb7f20d686c9c25a9	43	40	1	13	43	43	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:74b5f1e3b503f44a8f369906	P2	provisional-form:b4c3858f5f1e123198e835de	42	41	1	13	42	42	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:27742e6af97a55a98ed6b9fb	P2	provisional-form:0e27150cb1fc10c8366e5924	42	42	1	13	41	42	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	PENDING|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:3626b7af633ceb0c25fc6e76	P2	provisional-form:1a5afeda973d776e31d1d726	41	40	2	13	40	41	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:111f7b3def0d71bb0d9bb998	P2	provisional-form:f6c544f14cf432eb80745e96	41	40	2	13	40	41	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
review-cluster-current:1f47040ef34546871977506c	P2	provisional-form:98a4f7655958a385a0667bad	41	41	2	11	38	41	0	NFKC_CASE_SPACE_PUNCTUATION	0.990000	CASE_SPACING_AND_PUNCTUATION_NORMALIZATION	AFFIRMATIVE|UNKNOWN	LABEL_SUPPORT|PAIR_SUPPORT|SOURCE_FAMILY|YEAR|PROVENANCE	VERIFY_CLUSTER_MEMBERSHIP_AND_CANONICAL_LABEL_OR_SPLIT_OR_ABSTAIN		
